SN,MPLS/Switch,Full SOLAR POP,Down Time,Up Time,Type,Region,Reason/Issue,Date,Duration,Remarks(from mail if any),Category,,Down Count
34,mdamak - mduhabi [40G],,4/22/2025 14:36:07,4/22/2025 14:49:09,Link Down,********,Team Working,9th Baisakh,"0 days, 00 hrs, 13 min",,Fiber,0.009050925924,4
35,mramechhap-sw1,FALSE,4/22/2025 15:11:38,4/22/2025 16:11:38,Switch,Central Region,Unknown,9th Baisakh,"0 days, 01 hrs, 00 min",,Unknown,0.04166666667,16
36,msirdibas-sw1,TRUE,4/22/2025 15:06:47,4/22/2025 17:39:00,Switch,Gorkha NTA,Full Solar POP,9th Baisakh,"0 days, 02 hrs, 32 min",,Power,0.1057060185,30
37,mbaitadibazaar,FALSE,4/22/2025 15:33:47,4/22/2025 15:38:40,MPLS,********,Voltage Issue,9th Baisakh,"0 days, 00 hrs, 04 min",,Power,0.003391203703,8
38,mhatiya-sw1,FALSE,4/22/2025 15:29:47,4/22/2025 15:40:47,Switch,Central Region,Unknown,9th Baisakh,"0 days, 00 hrs, 11 min",,Unknown,0.007638888885,3
39,mcharikot - maahaldanda[1G],,4/22/2025 15:34:47,4/23/2025 7:34:40,Link Down,********,Fiber Breakage,9th Baisakh,"0 days, 15 hrs, 59 min",Informed Subasah ji Team will do the needful tomorrow ,Fiber,0.6665856481,2
40,xe-0/1/7 Connected-to-Airtel-Forbisganj-for-IPT-LAG-ae3-East-Route-LSI-14048133-xe-2-1-10 at-mbrt,,4/22/2025 15:39:47,4/22/2025 15:45:47,Link Flap,********,Link Flap,9th Baisakh,"0 days, 00 hrs, 06 min",,Link Issue,0.004166666673,2
41,Lamahi-Kohalpur,,4/15/2025 10:05:00,5/3/2025 7:14:00,Optical Power,********,Optical Power,9th Baisakh,"17 days, 21 hrs, 09 min",We have scheduled the Planned Maintenance Activity || Lamahi to Kohalpur segment || 3rd May 2025. ,Fiber,17.88125,1
42,mkataridanda-sw1,FALSE,4/22/2025 15:57:30,4/22/2025 17:18:46,Switch,Eastern Region,Rebooted,9th Baisakh,"0 days, 01 hrs, 21 min",,Power,0.05643518519,34
43,mgauradha-sw1,FALSE,4/22/2025 16:06:50,4/22/2025 16:36:03,Switch,Eastern Region,Unknown,9th Baisakh,"0 days, 00 hrs, 29 min",,Unknown,0.02028935185,3
44,mitahari-ch - mlahan [40G],,4/22/2025 15:08:51,4/22/2025 15:44:52,Link Down,********,Unknown,9th Baisakh,"0 days, 00 hrs, 36 min",,Unknown,0.02501157407,1
45,mhatiya-sw1,FALSE,4/22/2025 16:19:51,4/22/2025 16:37:51,Switch,Central Region,Unknown,9th Baisakh,"0 days, 00 hrs, 18 min",,Unknown,0.0125,3
46,mlamahi-dls-sw2,,4/22/2025 17:37:51,4/22/2025 17:54:35,Switch,********,Rebooted,9th Baisakh,"0 days, 00 hrs, 16 min",,Power,0.01162037037,2
47,msirdibas-sw1,TRUE,4/22/2025 17:48:51,4/23/2025 8:11:10,Switch,Gorkha NTA,Full Solar POP,9th Baisakh,"0 days, 14 hrs, 22 min",,Power,0.5988310185,30
48,mmurtidanda-sw1,FALSE,4/22/2025 17:30:51,4/23/2025 9:02:22,Switch,Eastern Region,Rebooted,9th Baisakh,"0 days, 15 hrs, 31 min","As per Ram Prakash ji, whole system has manually shut down due to thunderstorm and lightning in order to prevent devices. Inform him to make system up when weather becomes clear.",Power,0.6468865741,10
49,mrangeli-dls-sw1 - mkarsiya-sw1 || Optical Power,,4/22/2025 13:21:42,4/30/2025 16:11:00,Optical Power,********,Optical Power,9th Baisakh,"8 days, 02 hrs, 49 min",Today we have received below CN : 3889939 goods via buddha air send them Biratnagar to Rangali via bus.,Fiber,8.117569444,1
50,mhatiya-sw1,FALSE,4/22/2025 18:07:12,4/22/2025 18:17:03,Switch,Central Region,Unknown,9th Baisakh,"0 days, 00 hrs, 09 min",,Unknown,0.006840277783,3
51,mkalikot-sw1,FALSE,4/22/2025 18:04:40,4/22/2025 18:40:15,Switch,Far Western Region,Rebooted,9th Baisakh,"0 days, 00 hrs, 35 min",,Power,0.02471064815,2
52,mkataribazaar-sw1,FALSE,4/22/2025 20:16:45,4/22/2025 21:03:42,Switch,Eastern Region,CT Line Issue/Backup Drained,9th Baisakh,"0 days, 00 hrs, 46 min",,Power,0.03260416666,11
53,mjumlabazaar-sw1,TRUE,4/22/2025 20:13:56,4/23/2025 6:26:09,Switch,Far Western Region,Unknown,9th Baisakh,"0 days, 10 hrs, 12 min",Harsha ji will do needful tomorrow.,Unknown,0.425150463,15
54,mhille - mbasantapur [10G],,4/22/2025 21:09:40,4/23/2025 16:45:56,Link Down,********,Techmind issue,9th Baisakh,"0 days, 19 hrs, 36 min",We are coordinating with Techminds. Still no updates received.,Fiber,0.8168518519,2
55,te-0/0/0/27.mchapur <-> te-0-0-0-15.mmalangwa-LAG-BE8,,4/22/2025 21:14:42,4/22/2025 22:00:00,Traffic Congestion,********,Congestion,9th Baisakh,"0 days, 00 hrs, 45 min",,Traffic Issue,0.03145833333,1
56,mdiktel - mbhojpur [10G],,4/22/2025 21:40:23,4/23/2025 16:24:00,Link Down,********,Techmind issue,9th Baisakh,"0 days, 18 hrs, 43 min",Your mail has been acknowledged. We will update you accordingly. ,Fiber,0.7802893519,1
57,mdeupurdanda-sw1,FALSE,4/22/2025 22:02:11,4/22/2025 22:02:11,Switch,Central Region,Rebooted,9th Baisakh,"0 days, 00 hrs, 00 min",,Power,0,6
58,mkataridanda-sw1,FALSE,4/22/2025 22:50:33,4/23/2025 5:51:41,Switch,Eastern Region,Unknown,9th Baisakh,"0 days, 07 hrs, 01 min",,Unknown,0.2924537037,34
1,mmanigram-sw1,FALSE,4/23/2025 3:07:16,4/23/2025 3:10:32,Switch,Western Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 03 min",,Power,0.002268518518,2
2,mbauniya-sw1 - mlamki-dls-sw1,,4/23/2025 1:16:02,5/10/2025 6:03:27,Optical Power,********,Optical Power,10th Baisakh,"17 days, 04 hrs, 47 min",We will check the link  at tonight and will update accordingly.,Fiber,17.19959491,2
3,mlekhanath - mdulegauda [10G],,4/23/2025 3:31:23,4/23/2025 11:02:00,Link Down,********,Fiber Breakage,10th Baisakh,"0 days, 07 hrs, 30 min"," As per Yugal sir, Fiber breakage seems at 6 KM from Dulegauda POP, yugal sir will look into the issue.",Fiber,0.3129282407,2
4,mairport-domestic-sw1,FALSE,4/23/2025 3:59:19,4/23/2025 4:41:31,Switch,Central Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 42 min",,Power,0.02930555555,3
5,mdoti-sw1,FALSE,4/23/2025 4:18:40,4/23/2025 4:40:50,Switch,Far Western Region,Unknown,10th Baisakh,"0 days, 00 hrs, 22 min",,Unknown,0.01539351852,6
6,mlamki-dls-sw1 - mbauniya-sw1,,4/23/2025 1:16:02,4/23/2025 1:30:02,Link Flap,********,Link Flap,10th Baisakh,"0 days, 00 hrs, 14 min",,Link Issue,0.009722222218,1
7,mokhrabudanda-sw1,TRUE,4/23/2025 4:59:40,4/23/2025 9:01:50,Switch,Eastern Region,Rebooted,10th Baisakh,"0 days, 04 hrs, 02 min",,Power,0.1681712963,3
8,mbaglung <->mgalkot-hatiya [10G],,4/23/2025 7:04:15,4/24/2025 14:59:14,Link Down,********,Unknown,10th Baisakh,"1 days, 07 hrs, 54 min",Informed to 9857622203 look into the issue.,Unknown,1.329849537,1
9,mgaddachowki-sw1,FALSE,4/23/2025 7:59:29,4/23/2025 8:34:41,Switch,Far Western Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 35 min",,Power,0.02444444445,1
10,msundarbazaar-iaas-sw1,FALSE,4/23/2025 7:36:10,4/23/2025 12:33:36,Switch,Highway PoP,Fiber Breakage,10th Baisakh,"0 days, 04 hrs, 57 min",,Fiber,0.2065509259,4
11,mgaidakot,FALSE,4/23/2025 11:02:00,4/23/2025 11:12:16,MPLS,Central Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.00712962963,2
12,mitahari-ch,FALSE,4/23/2025 6:44:00,4/23/2025 9:08:00,MPLS,Eastern Region,Fiber Breakage,10th Baisakh,"0 days, 02 hrs, 24 min","According to Birendra, there is a fiber issue at Dhalkebar NEA. He mentioned that the maintenance work was carried out by NEA personnel, and the fiber was accidentally cut, which affected the link.Avinash ji , Min and Laxmi ji on the way .",Fiber,0.1,1
13,mkhalanga-sw1,FALSE,4/23/2025 10:40:26,4/23/2025 12:54:05,Switch,Far Western Region,Rebooted,10th Baisakh,"0 days, 02 hrs, 13 min",,Power,0.0928125,26
14,mjhiljhile,FALSE,4/23/2025 11:49:00,4/23/2025 12:28:22,MPLS,Eastern Region,Fiber Breakage,10th Baisakh,"0 days, 00 hrs, 39 min",,Fiber,0.02733796297,3
15,mkirtipur-dls-sw1,FALSE,4/23/2025 12:05:00,4/23/2025 12:13:00,Switch,Central Region,Routed,10th Baisakh,"0 days, 00 hrs, 08 min",,Fiber,0.005555555559,4
16,mbal - mdatahub [100G] Kalopool-Route***,,4/23/2025 12:02:00,4/23/2025 12:02:00,Link Flap,********,Link Flap,10th Baisakh,"0 days, 00 hrs, 00 min",,Link Issue,0,1
17,mpurtighat-sw1,FALSE,4/23/2025 11:49:59,4/23/2025 13:32:28,Switch,Western Region,CT Line Issue,10th Baisakh,"0 days, 01 hrs, 42 min",,Power,0.07116898149,9
18,te-0/0/0/15.mmalangwa <-> te-0-0-0-27.mchapur-LAG-[20G],,4/23/2025 12:21:59,4/23/2025 12:42:59,Traffic Congestion,********,Unknown,10th Baisakh,"0 days, 00 hrs, 21 min",,Unknown,0.01458333333,1
19,mbeltar-dls-sw1,FALSE,4/23/2025 13:13:00,4/23/2025 13:15:00,Switch,Eastern Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888893,1
20,mjaleshwore - mbardibas [30G],,4/23/2025 12:48:13,4/23/2025 17:48:14,Link Down,********,Fiber Breakage,10th Baisakh,"0 days, 05 hrs, 00 min",,Fiber,0.2083449074,1
21,mswitchatar-mkirtipur-dls-sw1,,4/23/2025 12:05:00,4/24/2025 19:17:43,Link Down,********,Fiber Breakage,10th Baisakh,"1 days, 07 hrs, 12 min",POP end - 1240 m || Team are checking on it .,Fiber,1.300497685,1
22,mkhawadanda-sw1,FALSE,4/23/2025 13:51:39,4/23/2025 14:52:42,Switch,Central Region,Unknown,10th Baisakh,"0 days, 01 hrs, 01 min",,Unknown,0.04239583333,20
23,msuryabinayak - mkaushaltar [10G],,4/23/2025 14:25:39,4/23/2025 18:47:10,Link Down,********,Fiber Breakage,10th Baisakh,"0 days, 04 hrs, 21 min",Acknowledged . All team busy .,Fiber,0.1816087963,1
24,mlahan - mrupani [40G],,4/23/2025 14:28:48,4/23/2025 16:45:10,Link Down,********,Pole shifting,10th Baisakh,"0 days, 02 hrs, 16 min",Informed to Lalan ji .,Fiber,0.09469907408,1
25,mnepalgunj - mkohalpur [30G],,4/23/2025 15:17:48,4/23/2025 15:17:48,Link Flap,********,Link Flap,10th Baisakh,"0 days, 00 hrs, 00 min",,Link Issue,0,1
26,mkhawadanda-sw1,FALSE,4/23/2025 16:02:42,4/23/2025 16:37:41,Switch,Central Region,Unknown,10th Baisakh,"0 days, 00 hrs, 34 min",,Unknown,0.02429398149,20
27,mbrt - Airtel-Forbisganj-West-Route ae3,,4/23/2025 16:28:00,4/23/2025 16:28:00,Link Flap,********,Link Flap,10th Baisakh,"0 days, 00 hrs, 00 min",,Link Issue,0,1
28,mbajurabazaar-sw1,FALSE,4/23/2025 16:57:00,4/23/2025 17:10:00,Losses/Latency,Far Western Region,Losses,10th Baisakh,"0 days, 00 hrs, 13 min",,Fiber,0.009027777778,2
29,mshivapur,FALSE,4/23/2025 17:02:00,4/24/2025 9:34:00,Temperature,Far Western Region,HIgh Temperature,10th Baisakh,"0 days, 16 hrs, 32 min",,Temperature Issue,0.6888888889,3
30,msirdibas-sw1,TRUE,4/23/2025 16:52:00,4/24/2025 8:14:43,Switch,Gorkha NTA,Full Solar POP,10th Baisakh,"0 days, 15 hrs, 22 min",,Power,0.640775463,30
31,mjhumka-dls-sw1,FALSE,4/23/2025 18:02:00,4/23/2025 18:20:00,Switch,Eastern Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 18 min",,Power,0.0125,5
32,mnepalgunj-custom-sw1,FALSE,4/23/2025 18:10:28,4/24/2025 17:22:43,Switch,Far Western Region,Fiber Issue,10th Baisakh,"0 days, 23 hrs, 12 min",Team still working . ,Fiber,0.9668402778,1
33,mbhorledanda-sw1,FALSE,4/23/2025 18:36:09,4/23/2025 18:58:20,Switch,Central Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 22 min",,Power,0.0154050926,27
34,mmanakamana-dls-sw1,FALSE,4/23/2025 18:43:57,4/23/2025 18:47:50,Switch,Central Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 03 min",,Power,0.002696759264,5
35,mhariwan - mnijhgadh[40G],,4/23/2025 19:01:00,4/23/2025 23:01:00,Link Down,********,Fiber Breakage,10th Baisakh,"0 days, 04 hrs, 00 min",Fiber breakage has been measured at a distance of 3.33km from pop end. Team will do the needful tomorrow.,Fiber,0.1666666667,1
36,mbardibas - mbirgunj-nea[200G],,4/23/2025 19:01:00,4/23/2025 23:01:00,Link Down,********,Fiber Breakage,10th Baisakh,"0 days, 04 hrs, 00 min",Fiber breakage has been measured at a distance of 3.33km from pop end. Team will do the needful tomorrow.,Fiber,0.1666666667,1
37,mgeetanagar-dls-sw1,FALSE,4/23/2025 19:07:55,4/23/2025 20:23:09,Switch,Central Region,Manual Reboot,10th Baisakh,"0 days, 01 hrs, 15 min",,Power,0.05224537037,5
38,mmalangwa-te-0-0-0-15:To-mchapur-te-0-0-0-27,,4/23/2025 19:37:53,4/23/2025 21:22:00,Traffic Congestion,********,Congestion,10th Baisakh,"0 days, 01 hrs, 44 min",,Traffic Issue,0.07230324074,2
39,mjhumka-dls-sw1,FALSE,4/23/2025 19:42:00,4/23/2025 20:24:29,Switch,Eastern Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 42 min","As per Ram Prakash ji, there is no one available now so the issue will be only look by tomorrow.",Power,0.02950231481,5
40,mkataribazaar-sw1,FALSE,4/23/2025 19:39:55,4/23/2025 20:37:21,Switch,Eastern Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 57 min",,Power,0.03988425925,11
41,mbhorledanda-sw1,FALSE,4/23/2025 19:48:20,4/23/2025 19:58:52,Switch,Central Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.007314814815,27
42,mkhawadanda-sw1,FALSE,4/23/2025 19:51:17,4/23/2025 20:22:41,Switch,Central Region,Rebooted,10th Baisakh,"0 days, 00 hrs, 31 min",,Power,0.02180555556,20
43,mbutwal-dh-xe-5-0-2:To-mpalpa-te-0-0-24,,4/23/2025 20:28:40,4/23/2025 21:43:00,Traffic Congestion,********,Congestion,10th Baisakh,"0 days, 01 hrs, 14 min",,Traffic Issue,0.05162037037,1
44,mchapur-te-0-0-0-32:To-mhetauda#xe-0-0-2-via-pss32-chapur-01#C1-LAG-be1-[60G],,4/23/2025 20:57:30,4/23/2025 21:22:00,Traffic Congestion,********,Congestion,10th Baisakh,"0 days, 00 hrs, 24 min",,Traffic Issue,0.01701388889,1
45,mkataridanda-sw1,FALSE,4/23/2025 22:16:56,4/24/2025 10:00:47,Switch,Eastern Region,Wireless Issue,10th Baisakh,"0 days, 11 hrs, 43 min",,Wireless,0.4887847222,34
46,mrupani - mrajbiraj [30G],,4/23/2025 23:56:00,4/24/2025 11:12:00,Link Down,********,Fiber Breakage,10th Baisakh,"0 days, 11 hrs, 16 min",,Fiber,0.4694444444,2
1,mfaparbari-sw1,FALSE,4/24/2025 3:26:00,4/24/2025 3:28:00,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888886,19
2,mairport-domestic-sw1,FALSE,4/24/2025 3:59:00,4/24/2025 4:18:00,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 19 min",,Power,0.01319444444,3
3,mfaparbari-sw1,FALSE,4/24/2025 4:29:12,4/24/2025 5:05:00,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 35 min",,Power,0.02486111111,19
4,mbhairahawa-wireless-sw1,FALSE,4/24/2025 4:40:00,4/24/2025 5:02:00,Switch,Western Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 22 min",,Power,0.01527777778,17
5,mfaparbari-sw1,FALSE,4/24/2025 4:50:00,4/24/2025 5:52:00,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 01 hrs, 02 min",,Power,0.04305555555,19
6,mbhorledanda-sw1,FALSE,4/24/2025 7:09:02,4/24/2025 8:49:07,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 01 hrs, 40 min",,Power,0.06950231481,27
7,mthankot,FALSE,4/24/2025 7:54:00,4/24/2025 8:10:00,MPLS,********,UPS Issue,11th Baisakh,"0 days, 00 hrs, 16 min",,Power,0.01111111111,1
8,mlamahi-dls-sw2,,4/24/2025 8:44:43,4/24/2025 8:53:56,Switch,********,Rebooted,11th Baisakh,"0 days, 00 hrs, 09 min",,Power,0.00640046296,2
9,mjirikhimti,,4/24/2025 8:34:54,4/24/2025 8:43:55,MPLS,********,CT Line Issue,11th Baisakh,"0 days, 00 hrs, 09 min",,Power,0.006261574075,1
10,mrajapur-sw1,FALSE,4/24/2025 8:57:31,4/24/2025 9:53:33,Switch,Far Western Region,Routed,11th Baisakh,"0 days, 00 hrs, 56 min",,Fiber,0.03891203704,1
11,mchisapani-sw1,TRUE,4/23/2025 18:43:00,4/24/2025 10:44:30,Switch,Gorkha NTA,Wireless Issue,11th Baisakh,"0 days, 16 hrs, 01 min",,Wireless,0.6677083333,1
12,mbaitadibazaar,FALSE,4/23/2025 10:18:00,4/23/2025 10:23:00,MPLS,********,Rebooted,11th Baisakh,"0 days, 00 hrs, 05 min",,Power,0.003472222219,8
13,mgorusinghe,FALSE,4/23/2025 10:31:00,4/23/2025 18:40:00,MPLS,Western Region,CT Line Issue/Backup Drained,11th Baisakh,"0 days, 08 hrs, 09 min",Host got rebooted after generator operation.,Power,0.3395833333,2
14,Dhankuta-Hile link maintenance,,4/23/2025 6:44:00,4/23/2025 10:39:00,Link Down,********,Maintainance,11th Baisakh,"0 days, 03 hrs, 55 min",,Maintainance,0.1631944444,1
15,mbaitadibazaar-mattariya-nea,,4/23/2025 10:45:00,4/26/2025 18:33:00,Optical Power,********,Optical Power,11th Baisakh,"3 days, 07 hrs, 48 min","As per Nakky ji , task will be carried out after 5pm . ",Fiber,3.325,1
16,mrajapur-sw1-mtikapur-dls-sw1,,4/24/2025 8:57:31,4/25/2025 11:12:00,Link Down,********,Fiber Losses,11th Baisakh,"1 days, 02 hrs, 14 min","As per Binod ji , team still working . Fault located . ETR not shared . ",Fiber,1.093391204,1
17,mkrishnanagar-dls-sw1 <->mgorusinghe,,4/24/2025 10:56:00,5/4/2025 13:12:00,Link Down,********,Optical Power,11th Baisakh,"10 days, 02 hrs, 16 min","As per Narendra Jee , he is on sick leave today. Matter will be checked tomorrow only.",Fiber,10.09444444,1
18,mmaharajgunj <->mchabahil [100G],,4/24/2025 11:12:00,4/24/2025 16:11:58,Link Down,********,Fiber Breakage,11th Baisakh,"0 days, 04 hrs, 59 min",Chabahil POP :- 2650 m || Team will check the issue . ETR :- 1/2 hours. ,Fiber,0.2083101852,2
19,mbaluwakhani-sw1 <->mchabahil,,4/24/2025 11:12:00,4/24/2025 15:48:02,Link Down,********,Fiber Breakage,11th Baisakh,"0 days, 04 hrs, 36 min",Chabahil POP :- 2650 m || Team will check the issue . ETR :- 1/2 hours. ,Fiber,0.1916898148,3
20,mhille - mbasantapur [10G],,4/24/2025 11:17:02,4/24/2025 11:18:00,Link Down,********,Team Working,11th Baisakh,"0 days, 00 hrs, 00 min",,Fiber,0.0006712962931,2
21,mdandagaun-sw1,FALSE,4/24/2025 11:09:29,4/24/2025 11:54:31,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 45 min",,Power,0.03127314815,18
22,mgorusinghe,FALSE,4/24/2025 11:48:00,4/24/2025 11:58:00,MPLS,Western Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.006944444445,2
23,msyangja <->mbirauta [10G],,4/24/2025 12:24:00,4/24/2025 12:26:00,Link Down,********,Team Working,11th Baisakh,"0 days, 00 hrs, 02 min",,Fiber,0.001388888886,1
24,mkawaswoti,FALSE,4/24/2025 12:42:00,4/24/2025 12:52:00,MPLS,Western Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.006944444445,1
25,mkawaswoti <->mdumkibas [10G],,4/24/2025 13:04:00,5/23/2025 19:17:00,Optical Power,********,Optical Power,11th Baisakh,"29 days, 06 hrs, 13 min","As per Harihar ji, team tried to maintain but not solve today Team will look into the issue tomorrow again ",Fiber,29.25902778,1
26,mjhumka-dls-sw1,FALSE,4/24/2025 13:14:00,4/24/2025 13:24:00,Switch,Eastern Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 10 min",,Power,0.006944444445,5
27,mjhumka-dls-sw1,FALSE,4/24/2025 13:23:02,4/24/2025 13:24:02,Switch,Eastern Region,Unknown,11th Baisakh,"0 days, 00 hrs, 01 min",,Unknown,0.0006944444467,5
28,mjalbire,FALSE,4/24/2025 14:17:45,4/24/2025 14:26:45,MPLS,********,Rebooted,11th Baisakh,"0 days, 00 hrs, 09 min",,Power,0.006249999999,2
29,mgauradha-sw1,FALSE,2/24/2025 14:25:00,4/24/2025 16:26:33,Switch,Eastern Region,Maintainance,11th Baisakh,"59 days, 02 hrs, 01 min",,Maintainance,59.08440972,3
30,mbanepa - mnagarkot [10G],,4/24/2025 15:11:02,4/24/2025 15:32:15,Link Down,********,Fiber Breakage,11th Baisakh,"0 days, 00 hrs, 21 min","As per Pradeep ji, LCO team have been already forwarded to check the issue . ",Fiber,0.01473379629,2
31,mjorpati - msakhu [10G],,4/24/2025 14:57:45,4/24/2025 17:42:45,Link Down,********,Fiber Issue,11th Baisakh,"0 days, 02 hrs, 45 min",Jorpati Team will do the needful after maintaining previous client's link.,Fiber,0.1145833333,1
32,mokhaldhunga-sw1,FALSE,4/24/2025 15:19:00,4/24/2025 20:02:00,Losses/Latency,Eastern Region,Losses,11th Baisakh,"0 days, 04 hrs, 43 min",,Fiber,0.1965277778,10
33,mbaigundhara-sw1,FALSE,4/24/2025 15:12:58,4/24/2025 16:05:08,Switch,********,Fiber Issue,11th Baisakh,"0 days, 00 hrs, 52 min",,Fiber,0.03622685185,2
34,mmaharajgunj <->mchabahil [100G] || Optical,,4/24/2025 16:11:58,7/16/2025 16:12:00,Optical Power,********,SFP Issue,11th Baisakh,"83 days, 00 hrs, 00 min"," Power is below the threshold, which actual threshold is -13 dBm, and CRC is not observed on the link. So, the link is fine now, and no further follow-up is needed.",Device,83.00002315,1
35,mburtibang-sw1,FALSE,4/24/2025 19:11:19,4/24/2025 19:33:10,Switch,Western Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 21 min",,Power,0.01517361111,6
36,mkurintar,FALSE,4/24/2025 20:01:00,4/24/2025 20:21:43,MPLS,Highway PoP,Rebooted,11th Baisakh,"0 days, 00 hrs, 20 min",,Power,0.01438657408,10
37,mpokhara - mmlekhanath[100G],,4/24/2025 20:11:00,4/25/2025 17:45:43,Link Down,********,Fiber Burnt,11th Baisakh,"0 days, 21 hrs, 34 min",Fiber breakages maintained. Team are still working for optical power optimization at mlekhanath side.,Fiber,0.8991087963,4
38,mbutwal-dh-xe-5-0-9:To-mwaling-xe-2-0-3-LAG-[20G]-ae5,,4/24/2025 20:33:18,4/24/2025 21:15:00,Traffic Congestion,********,Congestion,11th Baisakh,"0 days, 00 hrs, 41 min",,Traffic Issue,0.02895833333,1
39,mbutwal-dh-xe-5-0-8:To-mwaling-xe-2-0-1-LAG-[20G]-ae5,,4/24/2025 20:38:14,4/24/2025 21:15:00,Traffic Congestion,********,Congestion,11th Baisakh,"0 days, 00 hrs, 36 min",,Traffic Issue,0.0255324074,1
40,mtrishuli-te-0-0-24:To-mgalchi-te-0-0-0-2,,4/24/2025 20:21:27,4/24/2025 20:51:00,Traffic Congestion,********,Congestion,11th Baisakh,"0 days, 00 hrs, 29 min",,Traffic Issue,0.02052083334,3
41,mchapur-te-0-0-0-8:To-msukhadev-te-0-0-0-1,,4/24/2025 20:43:15,4/24/2025 21:15:00,Traffic Congestion,********,Congestion,11th Baisakh,"0 days, 00 hrs, 31 min",,Traffic Issue,0.02204861111,3
42,mbaglung-te-0-0-24:To-mgalkot-hatiya-te-0-0-24,,4/24/2025 20:20:15,4/24/2025 21:45:00,Traffic Congestion,********,Congestion,11th Baisakh,"0 days, 01 hrs, 24 min",,Traffic Issue,0.05885416667,3
43,msirdibas-sw1,TRUE,4/24/2025 18:06:02,4/25/2025 7:58:12,Switch,Gorkha NTA,Unknown,11th Baisakh,"0 days, 13 hrs, 52 min",,Unknown,0.5778935185,30
44,mkataribazaar-sw1,FALSE,4/24/2025 22:17:00,4/24/2025 22:19:00,Switch,Eastern Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888886,11
45,msardi-sw1,FALSE,4/24/2025 22:37:00,4/25/2025 0:48:00,Switch,Western Region,Rebooted,11th Baisakh,"0 days, 02 hrs, 11 min",,Power,0.09097222222,32
46,mfaparbari-sw1,FALSE,4/24/2025 22:49:00,4/24/2025 22:51:00,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888886,19
47,mbhorledanda-sw1,FALSE,4/24/2025 22:51:45,4/25/2025 0:28:00,Switch,Central Region,Rebooted,11th Baisakh,"0 days, 01 hrs, 36 min",,Power,0.06684027777,27
1,mkataridanda-sw1,FALSE,4/25/2025 0:37:48,4/25/2025 5:23:54,Switch,Eastern Region,Rebooted,12th Baisakh,"0 days, 04 hrs, 46 min",,Power,0.1986805555,34
2,mjumlabazaar-sw1,TRUE,4/25/2025 2:45:57,4/25/2025 11:19:27,Switch,Far Western Region,Device Issue,12th Baisakh,"0 days, 08 hrs, 33 min",,Device,0.3565972222,15
3,mbuditola-sw1,FALSE,4/25/2025 5:34:32,4/25/2025 8:09:00,Switch,Far Western Region,Fiber Issue,12th Baisakh,"0 days, 02 hrs, 34 min",,Fiber,0.1072685185,12
4,mmidmarsyangdi-dam-sw1,FALSE,4/25/2025 6:45:07,4/25/2025 7:03:07,Switch,Highway PoP,Rebooted,12th Baisakh,"0 days, 00 hrs, 18 min",,Power,0.0125,10
5,mmachhi-sw1,FALSE,4/25/2025 8:33:26,4/25/2025 15:39:01,Switch,Western Region,Unknown,12th Baisakh,"0 days, 07 hrs, 05 min","Prakash ji is going to POP and it will take half an hour to reach POP, we will update further accordingly.",Unknown,0.2955439815,10
6,mdarchulabazar,,4/25/2025 7:31:27,4/25/2025 15:28:24,MPLS,********,Fiber Breakage,12th Baisakh,"0 days, 07 hrs, 56 min"," According to our Fiber Team ""ETR is April 25, 2025, at 03:00 PM.""",Fiber,0.3312152778,1
7,mmalekhu,FALSE,4/25/2025 9:21:59,4/25/2025 9:37:26,MPLS,Highway PoP,CT Line Issue,12th Baisakh,"0 days, 00 hrs, 15 min",,Power,0.01072916666,3
8,msardi-sw1,FALSE,4/25/2025 9:06:38,4/25/2025 10:38:48,Switch,Western Region,Rebooted,12th Baisakh,"0 days, 01 hrs, 32 min",,Power,0.06400462963,32
