SN,MPLS/Switch,Full SOLAR POP,Down Time,Up Time,Type,Region,Reason/Issue,Date,Duration,Remarks(from mail if any),Category,,Down Count
32,msakhu - mjorpati [10G],,5/18/2025 11:04:13,5/18/2025 17:39:13,Link Down,********,Fiber Issue,4th Jestha,"0 days, 06 hrs, 35 min",msakhu - mjorpati [10G],Fiber,0.2743055556,3
33,mrajbiraj - mrupani [20G]----optical,,5/18/2025 10:56:09,5/28/2025 12:12:00,Optical Power,********,Fiber Losses,4th Jestha,"10 days, 01 hrs, 15 min","As per Jiyaul ji, team will do the needful coming Wendnesday ",Fiber,10.05267361,1
34,mmaharajgunj - mranibari,,5/18/2025 12:05:00,5/18/2025 16:25:00,Link Down,********,Fiber Breakage,4th Jestha,"0 days, 04 hrs, 20 min",Team could not do the needful due to rainfall. The team will look into the issue after rain,Fiber,0.1805555556,1
35,mbiratchowk,FALSE,5/18/2025 12:08:00,5/18/2025 12:17:00,MPLS,Eastern Region,Rebooted,4th Jestha,"0 days, 00 hrs, 09 min",,Power,0.006249999999,15
36,mbijuwar-sw1 - mpyuthan-sw1,,5/18/2025 11:21:00,5/18/2025 11:30:00,Link Flap,********,Link Flap,4th Jestha,"0 days, 00 hrs, 09 min",,Link Issue,0.006249999999,1
37,mbardaghat - mbhairahawa [10G],,5/18/2025 11:58:00,5/18/2025 18:10:17,Link Down,********,Fiber Burnt,4th Jestha,"0 days, 06 hrs, 12 min","As per Dinesh dai ,there is 24 Core ADSS Fiber Burnt near Parasi chowk .After NEA finishes its Task ,our team will work on it.",Fiber,0.2585300926,2
38,msitapaila-ramkot-sw1 <-> mswitchatar,,5/18/2025 12:36:00,5/18/2025 15:32:10,Link Down,********,Fiber Breakage,4th Jestha,"0 days, 02 hrs, 56 min",Fiber breakages is measured at the distance of 1077m from sitapaila pop.,Fiber,0.122337963,1
39,mridi,FALSE,5/18/2025 12:55:00,5/18/2025 13:20:35,MPLS,Western Region,Rebooted,4th Jestha,"0 days, 00 hrs, 25 min",,Power,0.0177662037,57
40,mbiratchowk,FALSE,5/18/2025 13:11:43,5/18/2025 13:18:00,MPLS,Eastern Region,Rebooted,4th Jestha,"0 days, 00 hrs, 06 min",,Power,0.004363425927,15
41,mrudrabeni-sw1,FALSE,5/18/2025 12:53:50,5/18/2025 13:20:35,Switch,Western Region,Rebooted,4th Jestha,"0 days, 00 hrs, 26 min",,Power,0.01857638889,2
42,mkataridanda-sw1,FALSE,5/18/2025 13:09:27,5/18/2025 17:42:02,Switch,Eastern Region,Rebooted,4th Jestha,"0 days, 04 hrs, 32 min",,Power,0.1892939815,33
43,mdhalkebar - mitahari-ch,,5/18/2025 13:43:00,5/18/2025 13:43:00,Link Flap,********,Unknown,4th Jestha,"0 days, 00 hrs, 00 min",,Unknown,0,1
44,mkaushaltar <-> mradheradhe [10G],,5/18/2025 12:55:28,5/18/2025 19:35:29,Link Down,********,Fiber Breakage,4th Jestha,"0 days, 06 hrs, 40 min",Fiber breakage is measured at 1240 meters from Radheradhe pop,Fiber,0.2777893519,2
45,msardi-sw1,FALSE,5/18/2025 14:39:00,5/18/2025 15:50:19,Switch,Western Region,Rebooted,4th Jestha,"0 days, 01 hrs, 11 min",,Power,0.04952546296,81
46,mhaleshi-sw1,FALSE,5/18/2025 14:45:30,5/18/2025 17:28:32,Switch,Eastern Region,Manual Down,4th Jestha,"0 days, 02 hrs, 43 min",,Maintainance,0.1132175926,26
47,msindhulibazaar-sw1 || msindhulibazaar-sw1-mbhiman-sindhuli-sw1,,5/18/2025 21:40:00,5/20/2025 9:48:00,Link Down,********,Fiber Breakage,4th Jestha,"1 days, 12 hrs, 08 min","As per Min Ji, the team attempted to carry out the maintenance work today. However, due to fiber breakage at multiple locations and adverse weather conditions, including strong winds and rainfall task could not be completed. The team will resume the work tomorrow early in the morning.",Fiber,1.505555556,2
48,mridi,FALSE,5/18/2025 15:04:30,5/18/2025 15:39:54,MPLS,Western Region,Rebooted,4th Jestha,"0 days, 00 hrs, 35 min",,Power,0.02458333333,57
49,mjaleshwore-sw1,FALSE,5/18/2025 15:05:24,5/18/2025 15:09:21,Switch,Central Region,Rebooted,4th Jestha,"0 days, 00 hrs, 03 min",,Power,0.002743055549,1
50,mthulilekha-sw1,TRUE,5/18/2025 10:04:49,5/18/2025 15:09:47,Switch,Western Region,Weather Unfavourable,4th Jestha,"0 days, 05 hrs, 04 min",,Power,0.2117824074,1
51,mbiratchowk,FALSE,5/18/2025 15:36:24,5/18/2025 16:05:00,MPLS,Eastern Region,UPS Issue,4th Jestha,"0 days, 00 hrs, 28 min","We are currently experiencing an issue with the CT line and the UPS. The process for UPS replacement has already been initiated. For the time being, the host will remain unreachable until the CT line is restored.",Power,0.01986111111,15
52,mchapagaun <-> mtalchikhel [10G],,5/18/2025 16:40:45,5/18/2025 18:35:45,Link Down,********,Fiber Issue,4th Jestha,"0 days, 01 hrs, 55 min",Team Satdobato informed .,Fiber,0.07986111111,1
53,mjumlabazaar-sw1,TRUE,5/18/2025 15:51:09,5/19/2025 8:45:34,Switch,Far Western Region,Rebooted,4th Jestha,"0 days, 16 hrs, 54 min","As per Franchise jumlabazar, there is power issue and host will up tomorrow till 8 AM.",Power,0.7044560185,25
54,mkhimti - mdhalkebar,,5/18/2025 16:35:22,5/18/2025 17:24:06,Link Down,********,Maintainance,4th Jestha,"0 days, 00 hrs, 48 min",,Maintainance,0.03384259259,1
55,mkhalanga-sw1,FALSE,5/18/2025 16:50:54,5/18/2025 16:54:51,Switch,Far Western Region,Rebooted,4th Jestha,"0 days, 00 hrs, 03 min",,Power,0.002743055556,57
56,mdandagaun-sw1,FALSE,5/18/2025 16:57:00,5/18/2025 17:33:01,Switch,Central Region,Rebooted,4th Jestha,"0 days, 00 hrs, 36 min",,Power,0.02501157407,16
57,mbhimphedi-sw1,FALSE,5/18/2025 16:58:37,5/18/2025 17:30:48,Switch,Central Region,Rebooted,4th Jestha,"0 days, 00 hrs, 32 min",,Power,0.02234953703,15
58,mchanauli-sw1,FALSE,5/18/2025 17:31:10,5/18/2025 17:32:10,Switch,Central Region,Rebooted,4th Jestha,"0 days, 00 hrs, 01 min",,Power,0.0006944444467,6
59,msardi-sw1,FALSE,5/18/2025 17:45:00,5/18/2025 18:28:13,Switch,Western Region,Rebooted,4th Jestha,"0 days, 00 hrs, 43 min",,Power,0.03001157407,81
60,msakhu - mjorpati [10G] - Optical Power,,5/18/2025 17:39:13,5/28/2025 16:17:28,Optical Power,********,Optical Power,4th Jestha,"9 days, 22 hrs, 38 min",Team is busy with another task Team will do the needful tomorrow,Fiber,9.943229167,1
61,mbaitadibazaar,FALSE,5/18/2025 18:20:23,5/18/2025 18:26:25,MPLS,********,Rebooted,4th Jestha,"0 days, 00 hrs, 06 min",,Power,0.004189814819,29
62,msirdibas-sw1,TRUE,5/18/2025 18:13:23,5/19/2025 7:25:37,Switch,Gorkha NTA,Rebooted,4th Jestha,"0 days, 13 hrs, 12 min",,Power,0.550162037,33
63,mjantilake-sw1,FALSE,5/18/2025 18:43:23,5/19/2025 5:29:45,Switch,Far Western Region,Manual Down,4th Jestha,"0 days, 10 hrs, 46 min","As per Bhuwan ji, the host was manually shut down by a local person to prevent damage from lightning. The host became reachable again after the weather conditions improved.",Maintainance,0.4488657407,22
64,mdaphelake-sw1,TRUE,5/18/2025 18:46:45,5/19/2025 6:00:15,Switch,Far Western Region,Rebooted,4th Jestha,"0 days, 11 hrs, 13 min",,Power,0.4677083333,36
65,mkoltifm-sw1,TRUE,5/18/2025 18:52:06,5/19/2025 8:54:16,Switch,Far Western Region,Rebooted,4th Jestha,"0 days, 14 hrs, 02 min",,Power,0.584837963,11
66,mhetauda-warehouse-sw1,FALSE,5/18/2025 19:11:41,5/18/2025 19:47:16,Switch,Central Region,Rebooted,4th Jestha,"0 days, 00 hrs, 35 min",,Power,0.02471064815,25
67,msardi-sw1,FALSE,5/18/2025 19:28:13,5/18/2025 20:00:24,Switch,Western Region,Rebooted,4th Jestha,"0 days, 00 hrs, 32 min",,Power,0.02234953704,81
68,mdudhauli-sw1,FALSE,5/18/2025 19:27:49,5/20/2025 8:59:59,Switch,Eastern Region,Rebooted,4th Jestha,"1 days, 13 hrs, 32 min",,Power,1.56400463,5
69,mswitchatar-te-0–0-0-0-2:To-mthankot--Via-NEA-Fiber-te-0-0-27,,5/18/2025 19:44:33,5/18/2025 20:30:00,Traffic Congestion,********,Congestion,4th Jestha,"0 days, 00 hrs, 45 min",,Traffic Issue,0.0315625,1
70,mbardaghat - mbhairahawa,,5/18/2025 19:41:27,5/19/2025 12:27:27,Link Down,********,Maintainance,4th Jestha,"0 days, 16 hrs, 46 min",Informed to Team,Maintainance,0.6986111111,1
71,te-0/0/0/10.mrupani <-> te-0-0-0-9.mrajbiraj-LAG-BE7,,5/18/2025 21:30:00,5/18/2025 22:00:00,Traffic Congestion,********,Congestion,4th Jestha,"0 days, 00 hrs, 30 min",,Traffic Issue,0.02083333333,1
72,mnijhgadh-te-0-0-0-19:To-mhariwan-te-0-0-0-19-LAG-BE2-CH51-[40G],,5/18/2025 20:47:45,5/18/2025 22:15:00,Traffic Congestion,********,Congestion,4th Jestha,"0 days, 01 hrs, 27 min",,Traffic Issue,0.06059027778,3
73,mkataridanda-sw1,FALSE,5/18/2025 22:01:29,5/19/2025 5:57:00,Switch,Eastern Region,Rebooted,4th Jestha,"0 days, 07 hrs, 55 min",,Power,0.3302199074,33
74,mkerkha-sw1 - mgauradha-sw1,,5/18/2025 22:26:42,5/19/2025 12:04:00,Link Down,********,Fiber Breakage,4th Jestha,"0 days, 13 hrs, 37 min",,Fiber,0.5675694444,1
75,mbudathum-sw1,FALSE,5/18/2025 22:21:48,5/19/2025 1:56:36,Switch,Gorkha NTA,Rebooted,4th Jestha,"0 days, 03 hrs, 34 min",,Power,0.1491666667,15
76,msardi-sw1,FALSE,5/18/2025 23:24:18,5/18/2025 23:24:18,Switch,Western Region,Rebooted,4th Jestha,"0 days, 00 hrs, 00 min",,Power,0,81
77,msardi-sw1,FALSE,5/18/2025 23:52:23,5/19/2025 2:45:40,Switch,Western Region,Rebooted,4th Jestha,"0 days, 02 hrs, 53 min",,Power,0.1203356481,81
78,mkhalanga-sw1,FALSE,5/18/2025 23:55:14,5/19/2025 2:28:57,Switch,Far Western Region,Rebooted,4th Jestha,"0 days, 02 hrs, 33 min",,Power,0.1067476852,57
79,mhetauda-warehouse-sw1,FALSE,5/19/2025 3:47:16,5/19/2025 7:02:51,Switch,Central Region,Rebooted,4th Jestha,"0 days, 03 hrs, 15 min",,Power,0.1358217593,25
1,mbrt-custom-sw1,FALSE,5/19/2025 0:54:02,5/19/2025 1:39:38,Switch,Eastern Region,Rebooted,5th Jestha,"0 days, 00 hrs, 45 min",,Power,0.03166666667,6
2,msindhuli-bhirgaun-sw1,FALSE,5/19/2025 2:27:35,5/19/2025 6:56:45,Switch,Central Region,Rebooted,5th Jestha,"0 days, 04 hrs, 29 min",,Power,0.1869212963,3
3,mchapakot-sw1,FALSE,5/19/2025 2:49:44,5/19/2025 10:05:20,Switch,Western Region,Rebooted,5th Jestha,"0 days, 07 hrs, 15 min",,Power,0.3025,5
4,mrampur-pokhara-sw1,FALSE,5/19/2025 5:36:59,5/19/2025 6:27:00,Switch,Western Region,Rebooted,5th Jestha,"0 days, 00 hrs, 50 min",,Power,0.0347337963,3
5,mgaidakot,FALSE,5/19/2025 6:24:26,5/19/2025 7:24:00,MPLS,Central Region,CT Line Issue/Backup Drained,5th Jestha,"0 days, 00 hrs, 59 min",,Power,0.04136574074,5
6,mrangeli-dls-sw1,FALSE,5/19/2025 6:20:00,5/19/2025 7:18:00,Switch,Eastern Region,Rebooted,5th Jestha,"0 days, 00 hrs, 58 min",,Power,0.04027777778,2
7,mthamel - mteku,,5/19/2025 7:01:00,5/19/2025 12:04:00,Link Down,********,Fiber Breakage,5th Jestha,"0 days, 05 hrs, 03 min",,Fiber,0.2104166667,1
8,mkhalanga-sw1,FALSE,5/19/2025 7:27:01,5/19/2025 11:49:11,Switch,Far Western Region,CT Line Issue,5th Jestha,"0 days, 04 hrs, 22 min",,Power,0.1820601852,57
9,mbal - mmaharajgunj,,5/19/2025 8:00:00,5/19/2025 12:18:00,Link Down,********,Fiber Breakage,5th Jestha,"0 days, 04 hrs, 18 min",,Fiber,0.1791666667,1
10,xe-1/2/6 Connected-to-PSS32-BHW-01#1-10-C6-for-IPLC-LAG-ae7 at-mbhairahawa,,5/19/2025 8:18:00,5/19/2025 10:10:00,Link Down,********,Fiber Breakage,5th Jestha,"0 days, 01 hrs, 52 min",,Fiber,0.07777777778,15
11,mmusikotbazaar,,5/19/2025 8:15:20,5/19/2025 9:50:20,MPLS,Far Western Region,Fiber Issue,5th Jestha,"0 days, 01 hrs, 35 min",,Fiber,0.06597222222,19
12,mkotjheri-deurali-sw1,TRUE,5/19/2025 2:55:59,5/19/2025 12:02:12,Switch,********,Full Solar POP,5th Jestha,"0 days, 09 hrs, 06 min",,Power,0.3793171296,2
13,mdandagaun-sw1,FALSE,5/19/2025 9:53:01,5/19/2025 10:19:20,Switch,Central Region,Rebooted,5th Jestha,"0 days, 00 hrs, 26 min",,Power,0.01827546296,16
14,mrangeli-dls-sw1-mkarsiya-sw1,,5/19/2025 6:20:00,5/19/2025 11:46:00,Link Down,********,Fiber Breakage,5th Jestha,"0 days, 05 hrs, 26 min",,Fiber,0.2263888889,1
15,mhatemalo-dls-sw1,FALSE,5/19/2025 9:58:26,5/19/2025 10:30:36,Switch,********,Rebooted,5th Jestha,"0 days, 00 hrs, 32 min","Local support was unable to stabilize or bring up the host, so we have informed Birendra Jee to visit the site and will proceed to visit the POP end tomorrow morning to investigate the root cause.",Power,0.02233796297,6
16,msindhuli-bhirgaun-sw1,FALSE,5/19/2025 9:58:26,5/20/2025 15:46:46,Switch,Central Region,UPS Issue,5th Jestha,"1 days, 05 hrs, 48 min",,Power,1.241898148,3
17,mkhawadanda-sw1,FALSE,5/19/2025 11:10:46,5/19/2025 12:11:46,Switch,Central Region,Rebooted,5th Jestha,"0 days, 01 hrs, 01 min",,Power,0.04236111111,27
18,msardi-sw1,FALSE,5/19/2025 11:28:18,5/20/2025 10:31:00,Switch,Western Region,CT Line Issue,5th Jestha,"0 days, 23 hrs, 02 min",This is to infor you that due to pole shifting work conducted by NEA there is frequent disturbance in CT supply and batteries didn't get full charge and facing backup issue. We will add batteries in POP once receive batteries in store.,Power,0.9602083333,81
19,mkotjheri-deurali-sw1,TRUE,5/19/2025 12:10:00,5/19/2025 12:31:00,Losses/Latency,********,Unknown,5th Jestha,"0 days, 00 hrs, 21 min",,Unknown,0.01458333333,2
20,mgulmi <->mkharbang [10G],,5/19/2025 12:02:56,5/21/2025 14:40:03,Link Down,********,Fiber Issue,5th Jestha,"2 days, 02 hrs, 37 min","As per Arjun Sir, today's work could not be completed due to a landslide in the area, which made it impossible to proceed with the planned tasks for today. The work is now scheduled to be completed tomorrow.",Fiber,2.109108796,5
21,mdumkibas,FALSE,5/19/2025 12:36:59,5/20/2025 10:02:00,MPLS,Western Region,Fiber Issue,5th Jestha,"0 days, 21 hrs, 25 min","As per Harihar ji, Team is still working for the same Additional ETR: 2-3 hours",Fiber,0.8923726852,25
22,mlahan - mmirchaiya[60G],,5/19/2025 13:38:00,5/20/2025 10:56:00,Link Down,********,Fiber Breakage,5th Jestha,"0 days, 21 hrs, 18 min","Update from BL, ""As per our team, there is a fiber break at Choraba near Army Camp. ETR is 3 hours.""",Fiber,0.8875,2
23,mpatale-sw1,FALSE,5/19/2025 13:41:31,5/19/2025 14:27:06,Switch,Eastern Region,Radio Rebooted/Soft,5th Jestha,"0 days, 00 hrs, 45 min",,Wireless,0.03165509259,11
24,mairport-tia-WL-sw3,,5/19/2025 14:44:43,5/20/2025 11:12:26,Switch,********,Rebooted,5th Jestha,"0 days, 20 hrs, 27 min",,Power,0.8525810185,27
25,mbudhabare - mbirtamode [10G] - TM Fiber,,5/19/2025 15:04:28,5/19/2025 17:09:28,Link Down,********,Team Working,5th Jestha,"0 days, 02 hrs, 05 min","""According to team, Link will be up till 7PM""",Fiber,0.08680555555,1
26,mbudathum-sw1,FALSE,5/19/2025 14:56:42,5/19/2025 17:41:05,Switch,Gorkha NTA,CT Line Issue,5th Jestha,"0 days, 02 hrs, 44 min",,Power,0.1141550926,15
27,mdumre-sw1,FALSE,5/19/2025 14:56:46,5/19/2025 15:21:43,Switch,Highway PoP,Routed,5th Jestha,"0 days, 00 hrs, 24 min",,Fiber,0.01732638889,7
28,mdumre-sw1-mabukhaireni,,5/19/2025 15:21:43,5/19/2025 15:45:00,Link Down,********,Fiber Breakage,5th Jestha,"0 days, 00 hrs, 23 min",Call made to Sabina ji is not being received at the moment we will update after call connected,Fiber,0.01616898148,1
29,mbardaghat - mbhairahawa [30G],,5/19/2025 14:01:39,5/19/2025 18:31:59,Link Down,********,Rebooted,5th Jestha,"0 days, 04 hrs, 30 min",As per Dinesh ji Team is working for the same.,Power,0.1877314815,1
30,mbaitadibazaar,FALSE,5/19/2025 15:42:12,5/19/2025 15:47:28,MPLS,********,Rebooted,5th Jestha,"0 days, 00 hrs, 05 min",,Power,0.003657407411,29
31,mletang-sw1,FALSE,5/19/2025 15:43:50,5/19/2025 15:59:26,Switch,Eastern Region,Rebooted,5th Jestha,"0 days, 00 hrs, 15 min",,Power,0.01083333333,30
32,mparwanipur-sw1,FALSE,5/19/2025 15:38:00,5/19/2025 16:03:59,Switch,Central Region,Rebooted,5th Jestha,"0 days, 00 hrs, 25 min",,Power,0.01804398148,9
33,mkhanikhola-dls-sw1,FALSE,5/19/2025 16:08:39,5/19/2025 16:28:45,Switch,Highway PoP,Routed,5th Jestha,"0 days, 00 hrs, 20 min",,Fiber,0.01395833334,2
34,mkhawadanda-sw1,FALSE,5/19/2025 16:21:46,5/19/2025 17:06:47,Switch,Central Region,Rebooted,5th Jestha,"0 days, 00 hrs, 45 min","Call made to Nurbu ji has not been responded. So we are unable to verify the issue now, will update after coordinating with him.",Power,0.03126157407,27
35,mkhanikhola-dls-sw1-mthankot,,5/19/2025 16:28:45,5/22/2025 13:52:00,Link Down,********,Optical Power,5th Jestha,"2 days, 21 hrs, 23 min",Call made to Indra ji is not being received at the moment,Fiber,2.891145833,1
36,mkalaiya - madarshanagar,,5/19/2025 17:17:45,5/20/2025 9:06:00,Link Down,********,Fiber Losses,5th Jestha,"0 days, 15 hrs, 48 min","As per Raju ji, Team tried to maintain but not solved today Team will look into the issue tomorrow again",Fiber,0.6585069444,1
37,mdipayal-sw1,FALSE,5/19/2025 17:21:08,5/20/2025 10:40:00,Switch,Far Western Region,Rebooted,5th Jestha,"0 days, 17 hrs, 18 min",Informed to Hemraj ji to look into issue and update accordingly.,Power,0.7214351852,1
38,mduhabi <-> mitahari [30G],,5/19/2025 17:35:08,5/19/2025 17:39:08,Link Down,********,Unknown,5th Jestha,"0 days, 00 hrs, 04 min",,Unknown,0.00277777778,1
39,mdaphelake-sw1,TRUE,5/19/2025 17:46:15,5/20/2025 6:12:32,Switch,Far Western Region,Full Solar POP,5th Jestha,"0 days, 12 hrs, 26 min",,Power,0.5182523148,36
40,msirdibas-sw1,TRUE,5/19/2025 18:26:56,5/20/2025 7:39:06,Switch,Gorkha NTA,Full Solar POP,5th Jestha,"0 days, 13 hrs, 12 min",,Power,0.5501157407,33
41,mbudathum-sw1,FALSE,5/19/2025 18:35:52,5/19/2025 18:55:52,Switch,Gorkha NTA,CT Line Issue/Backup Drained,5th Jestha,"0 days, 00 hrs, 20 min",,Power,0.01388888889,15
42,mdumre-sw1,FALSE,5/19/2025 19:49:35,5/19/2025 20:14:35,Switch,Highway PoP,Unknown,5th Jestha,"0 days, 00 hrs, 25 min",,Unknown,0.01736111111,7
43,mmusikotbazaar,,5/19/2025 20:00:20,5/19/2025 20:41:22,MPLS,Far Western Region,Unknown,5th Jestha,"0 days, 00 hrs, 41 min",,Unknown,0.02849537037,19
44,te-0/0/0/14.mmalangwa <-> te-0-0-0-26.mchapur-LAG-[20G],,5/19/2025 20:15:51,5/19/2025 21:29:51,Traffic Congestion,********,Congestion,5th Jestha,"0 days, 01 hrs, 14 min",,Traffic Issue,0.05138888889,1
45,po-3.mtrishuli <-> bu-3.mgalchi-LACP-[10G],,5/19/2025 20:40:12,5/19/2025 20:40:12,Traffic Congestion,********,Congestion,5th Jestha,"0 days, 00 hrs, 00 min",,Traffic Issue,0,1
46,mjantilake-sw1,FALSE,5/19/2025 20:09:41,5/20/2025 9:35:00,Switch,Far Western Region,Rebooted,5th Jestha,"0 days, 13 hrs, 25 min",,Power,0.5592476852,22
47,nt-a:xfp:1.gmanara <-> Connected-to-mjaleshwore#tengig-0/0/0/7,,5/19/2025 21:29:41,5/19/2025 21:29:41,Traffic Congestion,********,Congestion,5th Jestha,"0 days, 00 hrs, 00 min",,Traffic Issue,0,1
48,mkhalanga-sw1,FALSE,5/19/2025 21:30:41,5/19/2025 21:51:22,Switch,Far Western Region,Unknown,5th Jestha,"0 days, 00 hrs, 20 min",,Unknown,0.01436342593,57
49,mkataridanda-sw1,FALSE,5/19/2025 21:59:38,5/20/2025 7:38:00,Switch,Eastern Region,Rebooted,5th Jestha,"0 days, 09 hrs, 38 min",,Power,0.4016435185,33
50,mdhunche-sw1,FALSE,5/19/2025 22:18:00,5/20/2025 12:23:35,Switch,Highway PoP,Unknown,5th Jestha,"0 days, 14 hrs, 05 min",,Unknown,0.5872106481,3
1,mkhalanga-dls-sw1,FALSE,5/20/2025 0:15:00,5/20/2025 6:52:00,Switch,Far Western Region,Rebooted,6th Jestha,"0 days, 06 hrs, 37 min",,Power,0.2756944444,3
2,mkhalanga-sw1,FALSE,5/20/2025 0:13:32,5/20/2025 6:52:00,Switch,Far Western Region,Rebooted,6th Jestha,"0 days, 06 hrs, 38 min",,Power,0.276712963,57
3,mbudathum-sw1,FALSE,5/20/2025 0:05:52,5/20/2025 5:36:47,Switch,Gorkha NTA,Rebooted,6th Jestha,"0 days, 05 hrs, 30 min",,Power,0.2298032407,15
4,mjumlabazaar-sw1,TRUE,5/20/2025 0:45:34,5/20/2025 5:47:44,Switch,Far Western Region,Rebooted,6th Jestha,"0 days, 05 hrs, 02 min",,Power,0.209837963,25
5,mranjha-sw1,FALSE,5/20/2025 1:15:28,5/20/2025 1:20:35,Switch,Far Western Region,Rebooted,6th Jestha,"0 days, 00 hrs, 05 min",,Power,0.003553240742,11
6,xe-0/1/6 Connected-to-Airtel-Forbisganj-for-IPT-LAG-ae3-West-Route-LSI-14040399-xe-7-2-1 at-mbrt,,5/20/2025 1:57:31,5/20/2025 20:13:44,Link Down,********,Fiber Breakage,6th Jestha,"0 days, 18 hrs, 16 min","As per phadendra ji, Link is down due to fiber breakage at Rani buspark. team is working for the same. ETR: 1-2 hours",Fiber,0.7612615741,1
7,mpurtighat-sw1,FALSE,5/20/2025 2:04:31,5/20/2025 5:50:10,Switch,Western Region,Rebooted,6th Jestha,"0 days, 03 hrs, 45 min",,Power,0.1567013889,6
8,mdoti-sw1,FALSE,5/20/2025 2:51:15,5/20/2025 5:33:25,Switch,Far Western Region,Unknown,6th Jestha,"0 days, 02 hrs, 42 min",,Unknown,0.1126157407,6
9,mkhawadanda-sw1,FALSE,5/20/2025 3:11:46,5/20/2025 8:17:56,Switch,Central Region,Rebooted,6th Jestha,"0 days, 05 hrs, 06 min",,Power,0.2126157407,27
10,mdandagaun-sw1,FALSE,5/20/2025 3:58:40,5/20/2025 7:30:00,Switch,Central Region,Rebooted,6th Jestha,"0 days, 03 hrs, 31 min",,Power,0.1467592593,16
11,mdhalkebar-mlahan [100G] || mdhalkebar - mitahari-ch [ 100G],,5/20/2025 5:04:46,5/20/2025 5:04:46,Link Flap,********,Link Flap,6th Jestha,"0 days, 00 hrs, 00 min",,Link Issue,0,1
12,mdhalkebar - mhetauda [200G],,5/20/2025 5:08:41,5/20/2025 5:08:41,Link Flap,********,Link Flap,6th Jestha,"0 days, 00 hrs, 00 min",,Link Issue,0,1
13,mdandagaun-sw1,FALSE,5/20/2025 5:20:12,5/20/2025 7:30:00,Switch,Central Region,Rebooted,6th Jestha,"0 days, 02 hrs, 09 min",,Power,0.09013888889,16
14,mdoti-sw1,FALSE,5/20/2025 5:43:25,5/20/2025 7:41:56,Switch,Far Western Region,Rebooted,6th Jestha,"0 days, 01 hrs, 58 min",,Power,0.08230324074,6
15,mbudathum-sw1,FALSE,5/20/2025 5:46:50,5/20/2025 5:52:08,Switch,Gorkha NTA,Rebooted,6th Jestha,"0 days, 00 hrs, 05 min",,Power,0.003680555557,15
16,mbeltar-dls-sw1,FALSE,5/20/2025 7:52:00,5/20/2025 20:24:30,Switch,Eastern Region,Fiber Breakage,6th Jestha,"0 days, 12 hrs, 32 min",Call made to lalan ji is not reachable at the moment,Fiber,0.5225694444,5
17,mbirgunj-nea - mbardibas [200G],,5/20/2025 9:11:00,5/20/2025 9:11:00,Link Down,********,Team Working,6th Jestha,"0 days, 00 hrs, 00 min","Link is up now .As per Munnilal dai ,It was affected while working on gparsagadi <->mbirgunj-nea Segme",Fiber,0,3
18,mmusikotbazaar,,5/20/2025 8:20:55,5/20/2025 9:50:00,MPLS,Far Western Region,Rebooted,6th Jestha,"0 days, 01 hrs, 29 min",,Power,0.06186342592,19
19,mridi,FALSE,5/20/2025 9:21:06,5/20/2025 9:35:00,MPLS,Western Region,CT Line Issue/Backup Drained,6th Jestha,"0 days, 00 hrs, 13 min",,Power,0.009652777779,57
20,mjanakpur - mjaleshwore [30G],,5/20/2025 9:20:45,5/20/2025 18:29:00,Link Down,********,Fiber Breakage,6th Jestha,"0 days, 09 hrs, 08 min",As per Laxmi ji team is working for the same. ETR: 1 hours,Fiber,0.3807291667,1
21,mfattepur - mgaighat [10G],,5/20/2025 7:52:00,5/20/2025 20:24:13,Link Down,********,Fiber Breakage,6th Jestha,"0 days, 12 hrs, 32 min",Call made to lalan ji is not reachable at the moment,Fiber,0.5223726852,2
22,mchabahil - msundarijal [10G],,5/20/2025 9:53:00,5/20/2025 14:29:46,Link Down,********,Fiber Breakage,6th Jestha,"0 days, 04 hrs, 36 min",,Fiber,0.1921990741,1
23,mtadi - mbharatpur-nea -Hakimchowk-route,,5/20/2025 10:07:00,5/20/2025 10:25:00,Link Down,********,Fiber Breakage,6th Jestha,"0 days, 00 hrs, 18 min",,Fiber,0.0125,1
24,mhatemalo-dls-sw1,FALSE,5/20/2025 10:00:44,5/20/2025 11:12:54,Switch,********,Rebooted,6th Jestha,"0 days, 01 hrs, 12 min",,Power,0.05011574074,6
25,mchabahil - maarubari-dls-sw1 [10G],,5/20/2025 9:53:00,5/20/2025 14:33:29,Link Down,********,Fiber Issue,6th Jestha,"0 days, 04 hrs, 40 min",,Fiber,0.1947800926,3
26,mpalpa,FALSE,5/20/2025 10:49:00,5/20/2025 10:59:00,MPLS,Western Region,Voltage Issue,6th Jestha,"0 days, 00 hrs, 10 min","s per Milan ji, there was an issue with voltage fluctuation in the CT line, which caused the host to reboot.",Power,0.006944444445,2
27,mjarankhu-sw1-mbalaju,,5/20/2025 10:25:00,5/22/2025 1:10:00,Link Down,********,Fiber Breakage,6th Jestha,"1 days, 14 hrs, 45 min",Link has been maintained please test,Fiber,1.614583333,1
28,mbhojpur <->mhille [10G] -TM Fiber,,5/20/2025 11:54:00,5/22/2025 15:37:00,CRC,********,Techmind issue,6th Jestha,"2 days, 03 hrs, 43 min","As per TM, ""Team will be mobilized soon. We will update you accordingly. """,Fiber,2.154861111,2
29,mrupani - mrajbiraj [30G],,5/20/2025 11:52:00,5/20/2025 11:54:00,Link Down,********,Fiber Losses,6th Jestha,"0 days, 00 hrs, 02 min",,Fiber,0.001388888893,1
